sample_id,age_group,skin_type,face_shape,mood_label,eye_openness,blink_rate_per_min,skin_hydration_score,skin_shine_score,redness_score,under_eye_darkness_score,pigmentation_score,lip_brightness_score,skin_texture_score,facial_symmetry_score,primary_beauty_concern,energy_score,skin_appearance_score,mood_confidence,skin_confidence,wellness_note_type
FS_0319,26-35,dry,heart,tired,0.554,13.5,56.2,40.4,40.6,77.6,32.9,68.4,32.8,86.7,none,53.8,54.3,0.739,0.85,hydration_tip
FS_0320,26-35,oily,square,tired,0.372,19.7,59.2,100.0,26.8,89.2,20.2,41.8,62.9,88.6,dark_lips,40.5,59.4,0.741,0.941,sleep_tip
FS_0321,26-35,dry,oval,tired,0.585,23.0,50.7,13.8,15.9,46.9,11.2,91.8,66.0,73.9,none,41.8,68.0,0.921,0.773,hydration_tip
FS_0322,18-25,normal,oblong,happy,0.87,13.0,77.7,42.9,18.1,55.8,27.7,65.5,80.6,65.9,dark_circles,89.4,73.4,0.819,0.868,general_skincare
FS_0323,36-45,normal,round,sleepy,0.333,24.1,83.1,45.6,30.4,41.8,33.8,45.6,68.4,86.9,dryness,29.7,64.1,0.791,0.814,general_skincare
FS_0324,46-60,oily,oval,sad,0.58,16.1,53.9,71.5,13.3,16.7,28.0,72.7,51.1,78.1,dullness,60.4,73.1,0.722,0.767,general_skincare
FS_0325,26-35,dry,heart,calm,0.75,13.5,20.3,30.4,49.4,26.2,16.3,69.2,36.5,67.5,pigmentation,76.4,48.4,0.77,0.949,hydration_tip
FS_0326,26-35,oily,oblong,calm,0.992,14.4,63.9,76.4,11.7,39.0,29.7,60.8,76.1,73.4,none,87.1,71.2,0.751,0.839,general_skincare
FS_0327,36-45,dry,oblong,happy,0.625,15.7,45.8,30.3,49.5,71.6,48.1,86.5,87.6,68.9,none,87.4,62.9,0.739,0.78,hydration_tip
FS_0328,36-45,oily,square,neutral,0.642,18.9,58.9,91.8,1.1,31.6,49.0,77.9,94.8,67.0,redness_flush,64.7,76.5,0.835,0.768,general_skincare
FS_0329,36-45,normal,round,neutral,0.811,15.1,58.8,44.7,31.6,43.0,4.2,56.5,64.3,70.8,dryness,62.5,56.1,0.815,0.831,general_skincare
FS_0330,36-45,normal,square,happy,0.876,18.8,69.8,49.4,17.2,18.2,12.4,66.5,81.0,90.2,dark_lips,85.4,71.9,0.816,0.907,general_skincare
FS_0331,36-45,normal,square,neutral,0.647,17.7,68.3,44.8,29.2,44.8,45.5,70.6,78.7,74.2,dryness,57.5,72.1,0.722,0.815,general_skincare
FS_0332,26-35,dry,oblong,tired,0.762,19.1,46.5,38.2,59.2,63.8,0.0,73.7,53.8,74.9,dark_lips,59.6,49.8,0.83,0.917,hydration_tip
FS_0333,36-45,dry,oval,tired,0.401,24.8,37.7,42.9,57.5,54.8,0.0,43.4,40.7,95.0,pigmentation,39.6,49.5,0.846,0.842,hydration_tip
FS_0334,18-25,normal,oblong,stressed,0.645,23.7,59.3,48.9,74.4,80.5,29.4,80.6,73.8,77.2,pigmentation,45.8,57.8,0.942,0.711,sun_or_stress_tip
FS_0335,36-45,oily,heart,sleepy,0.081,21.2,55.7,62.1,23.7,85.9,26.2,74.8,65.0,71.2,dark_lips,31.4,53.8,0.896,0.718,sleep_tip
FS_0336,36-45,normal,square,sad,0.54,17.2,85.9,73.4,28.4,29.5,30.9,84.5,55.6,76.1,none,61.3,77.4,0.859,0.868,general_skincare
FS_0337,46-60,dry,square,stressed,0.671,21.7,45.5,25.1,51.8,81.1,55.7,71.9,19.7,74.8,dryness,49.3,43.3,0.889,0.865,hydration_tip
FS_0338,46-60,dry,square,calm,0.653,13.2,26.2,19.3,42.2,46.3,61.0,70.1,55.8,88.4,dullness,82.5,50.7,0.792,0.81,hydration_tip
FS_0339,46-60,oily,round,neutral,0.468,18.0,61.8,84.0,40.1,66.3,12.2,53.2,79.3,68.0,sun_damage,62.2,57.0,0.828,0.793,sleep_tip
FS_0340,18-25,normal,round,stressed,0.386,25.5,57.3,55.5,44.4,77.2,11.5,35.5,59.0,75.6,none,48.3,55.6,0.774,0.748,sleep_tip
FS_0341,46-60,normal,square,neutral,0.817,17.2,69.3,49.9,53.9,33.0,45.0,78.6,74.9,74.9,none,72.8,71.0,0.938,0.96,general_skincare
FS_0342,18-25,dry,oval,calm,0.723,9.1,50.6,25.3,4.1,4.8,41.5,64.7,68.7,92.1,none,86.4,76.5,0.844,0.874,hydration_tip
FS_0343,26-35,dry,oblong,happy,0.733,16.7,30.3,38.1,32.6,33.4,11.6,77.3,39.8,71.8,dullness,88.5,52.1,0.887,0.841,hydration_tip
FS_0344,46-60,normal,round,calm,0.663,17.4,54.5,58.0,27.4,43.9,29.6,61.1,77.9,77.9,pigmentation,65.2,64.7,0.78,0.905,general_skincare
FS_0345,18-25,oily,heart,sleepy,0.419,23.4,46.5,87.4,31.4,90.4,13.9,49.6,66.6,80.1,dark_circles,35.5,51.9,0.927,0.916,sleep_tip
FS_0346,36-45,oily,oblong,happy,0.796,16.1,49.4,85.7,38.0,43.7,36.2,78.4,63.8,96.5,dullness,79.1,62.2,0.778,0.849,general_skincare
FS_0347,46-60,normal,oblong,sad,0.621,15.9,79.7,48.0,38.3,13.5,44.7,61.1,93.1,83.6,sun_damage,62.9,82.9,0.9,0.876,general_skincare
FS_0348,36-45,dry,oval,sad,0.771,16.0,32.4,28.5,34.5,41.7,46.1,74.3,38.0,82.7,dullness,61.5,53.5,0.932,0.901,hydration_tip
FS_0349,46-60,normal,round,sad,0.657,16.8,66.8,62.8,29.7,42.0,28.5,73.8,58.0,89.6,redness_flush,53.2,66.2,0.945,0.895,general_skincare
FS_0350,46-60,oily,square,stressed,0.723,24.5,43.7,68.8,68.6,72.6,37.3,55.4,84.8,84.3,none,55.7,55.7,0.922,0.749,sun_or_stress_tip
FS_0351,26-35,normal,oval,calm,0.796,17.5,62.1,58.0,42.0,8.6,20.5,86.5,60.9,82.8,none,84.1,70.2,0.961,0.719,general_skincare
FS_0352,36-45,normal,oval,calm,0.916,22.4,67.9,68.6,13.4,19.5,46.9,81.3,92.5,82.2,none,80.7,83.2,0.89,0.808,general_skincare
FS_0353,36-45,normal,oblong,calm,0.673,16.0,68.8,42.1,39.7,38.3,32.7,69.8,66.2,72.3,dark_circles,80.5,61.5,0.756,0.881,general_skincare
FS_0354,18-25,dry,heart,neutral,0.769,17.3,40.0,17.5,31.1,49.8,7.8,71.2,55.3,71.5,sun_damage,74.7,51.9,0.761,0.891,hydration_tip
FS_0355,46-60,oily,oblong,tired,0.638,20.2,58.6,88.0,68.2,79.5,39.5,76.5,65.9,78.3,none,55.5,54.4,0.885,0.862,sun_or_stress_tip
FS_0356,46-60,normal,heart,neutral,0.519,21.3,81.8,46.8,36.8,34.5,49.3,58.6,88.8,84.3,dark_circles,59.8,77.7,0.94,0.703,general_skincare
FS_0357,46-60,oily,oblong,tired,0.48,25.1,46.4,95.2,49.9,70.5,31.5,64.9,76.0,85.6,none,45.8,54.2,0.967,0.782,sleep_tip
FS_0358,26-35,dry,round,neutral,0.685,11.2,36.5,35.3,57.0,16.8,0.0,51.7,67.8,61.9,dullness,71.9,55.4,0.815,0.807,hydration_tip
FS_0359,46-60,dry,oblong,neutral,0.436,12.8,30.2,25.0,61.2,43.8,36.4,87.3,31.7,73.6,redness_flush,66.4,43.3,0.874,0.916,hydration_tip
FS_0360,26-35,oily,heart,neutral,0.718,14.1,66.1,70.0,13.2,38.6,0.0,90.6,81.2,81.0,dark_circles,63.7,79.8,0.963,0.75,general_skincare
FS_0361,26-35,normal,heart,calm,0.905,16.7,58.4,62.0,39.5,32.6,24.4,65.8,62.4,66.0,dark_circles,83.0,63.1,0.861,0.828,general_skincare
FS_0362,46-60,oily,square,tired,0.373,15.3,58.1,61.6,36.0,89.9,56.0,69.5,68.8,94.9,none,48.8,61.6,0.915,0.897,sleep_tip
FS_0363,18-25,normal,heart,happy,0.725,20.5,80.5,47.7,45.3,0.0,36.9,54.3,94.7,68.4,redness_flush,75.9,80.1,0.912,0.855,general_skincare
FS_0364,26-35,oily,square,happy,1.0,17.1,53.4,49.5,50.8,8.5,9.9,65.4,89.8,85.0,sun_damage,92.7,68.2,0.927,0.938,general_skincare
FS_0365,46-60,normal,round,calm,0.647,13.6,95.0,38.8,23.8,20.7,22.4,75.9,70.5,86.2,none,79.6,82.7,0.788,0.909,general_skincare
FS_0366,18-25,oily,square,sleepy,0.342,17.9,66.0,84.0,56.5,68.3,31.8,83.8,59.4,69.8,none,39.3,56.6,0.834,0.936,sun_or_stress_tip
FS_0367,36-45,normal,heart,calm,0.715,12.0,71.3,40.3,27.4,21.4,20.1,85.5,35.4,83.0,none,79.9,70.5,0.944,0.829,general_skincare
FS_0368,18-25,oily,oval,stressed,0.807,22.9,65.4,82.3,60.3,42.4,43.6,62.8,59.8,85.9,pigmentation,56.0,61.2,0.787,0.711,sun_or_stress_tip
FS_0369,26-35,oily,heart,sleepy,0.305,25.9,80.0,73.0,20.4,69.5,32.7,73.6,86.7,84.0,dark_circles,34.3,70.3,0.935,0.732,sleep_tip
FS_0370,18-25,normal,oblong,calm,0.491,14.2,93.7,29.5,0.0,4.0,38.5,85.7,62.8,84.1,dullness,64.0,90.6,0.958,0.794,general_skincare
FS_0371,26-35,normal,heart,neutral,0.856,8.2,81.4,44.8,18.9,25.7,5.5,61.4,54.9,79.6,none,82.9,75.2,0.83,0.852,general_skincare
FS_0372,46-60,normal,square,sleepy,0.439,22.6,51.9,44.2,57.2,88.2,42.4,64.6,69.8,74.6,none,35.5,55.0,0.763,0.838,sun_or_stress_tip
FS_0373,26-35,normal,oblong,sad,0.49,16.9,76.5,42.0,28.3,39.8,51.4,97.0,90.5,76.9,none,56.9,73.6,0.855,0.775,general_skincare
FS_0374,46-60,dry,square,tired,0.487,19.2,34.3,32.1,55.2,56.8,18.4,60.5,37.4,83.3,dark_lips,49.5,43.6,0.898,0.8,hydration_tip
FS_0375,46-60,normal,square,stressed,0.442,12.6,70.9,49.5,56.2,53.5,21.1,77.9,80.3,67.2,dark_lips,54.8,67.6,0.737,0.959,sun_or_stress_tip
FS_0376,26-35,oily,square,calm,0.744,17.6,68.8,72.1,0.5,11.4,17.2,52.6,86.0,67.4,none,75.0,78.4,0.822,0.944,general_skincare
FS_0377,26-35,dry,square,sleepy,0.456,22.7,54.7,26.9,23.2,94.0,29.8,60.7,45.0,72.0,dark_circles,41.8,47.5,0.751,0.853,hydration_tip
FS_0378,18-25,oily,square,calm,0.499,16.1,56.3,64.4,30.5,24.5,43.7,82.2,96.7,73.7,dark_circles,70.0,73.9,0.919,0.94,general_skincare
FS_0379,46-60,oily,round,sad,0.708,17.1,73.2,81.9,9.7,70.8,61.3,82.4,59.3,75.2,none,62.6,75.1,0.847,0.81,sleep_tip
FS_0380,26-35,dry,round,calm,0.841,17.1,37.9,31.3,29.3,38.7,23.1,83.0,72.1,75.1,none,88.6,61.6,0.874,0.868,hydration_tip
FS_0381,18-25,oily,oblong,happy,1.0,5.9,52.0,71.9,51.9,37.6,32.5,87.6,67.5,83.9,none,100.0,56.7,0.736,0.915,general_skincare
FS_0382,26-35,normal,heart,stressed,0.577,19.6,70.2,35.6,34.6,40.2,17.6,56.2,88.6,95.0,none,57.2,72.4,0.933,0.843,general_skincare
FS_0383,26-35,normal,round,tired,0.471,24.4,63.1,60.2,54.7,89.2,14.4,68.8,97.3,75.8,dullness,32.4,68.3,0.763,0.759,sleep_tip
FS_0384,46-60,oily,oblong,tired,0.583,14.9,80.7,84.3,24.2,84.4,47.0,69.5,59.9,82.9,none,46.1,68.2,0.935,0.949,sleep_tip
FS_0385,46-60,normal,round,neutral,0.805,15.4,65.1,61.5,0.0,43.1,33.0,80.0,77.2,71.7,dark_circles,86.0,72.3,0.723,0.734,general_skincare
FS_0386,46-60,oily,oval,sleepy,0.055,22.7,51.2,63.4,48.5,91.3,39.6,67.4,70.9,72.1,none,18.6,54.2,0.916,0.875,sleep_tip
FS_0387,36-45,dry,square,sleepy,0.284,25.2,37.1,33.7,47.8,89.8,41.0,92.4,58.2,79.2,none,36.3,44.6,0.724,0.757,hydration_tip
FS_0388,26-35,oily,oblong,happy,0.811,17.7,61.1,100.0,22.1,36.9,21.6,35.5,67.3,69.6,none,85.2,63.6,0.955,0.748,general_skincare
FS_0389,46-60,normal,oblong,stressed,0.548,20.8,46.9,39.7,65.1,40.8,34.4,76.5,77.3,68.3,redness_flush,46.8,61.6,0.959,0.94,sun_or_stress_tip
FS_0390,36-45,oily,oblong,calm,0.915,14.8,49.0,79.7,53.8,26.1,0.0,79.1,74.9,78.8,none,80.0,58.4,0.855,0.784,general_skincare
FS_0391,26-35,normal,round,tired,0.507,24.4,80.4,55.1,24.0,94.6,46.2,70.9,50.7,64.0,none,38.1,65.3,0.89,0.717,sleep_tip
FS_0392,18-25,normal,round,neutral,0.777,18.2,95.0,35.7,4.3,31.7,1.5,49.1,56.0,69.7,dark_lips,72.1,74.7,0.885,0.776,general_skincare
FS_0393,36-45,oily,oval,sleepy,0.348,24.3,34.7,47.4,40.2,79.9,69.0,72.2,81.5,76.2,redness_flush,43.5,61.0,0.812,0.805,hydration_tip
FS_0394,36-45,dry,heart,sleepy,0.39,23.3,69.6,25.4,34.6,58.7,32.2,55.6,40.6,61.7,dullness,36.3,59.2,0.91,0.833,hydration_tip
FS_0395,18-25,normal,square,stressed,0.663,25.7,52.9,38.3,40.5,12.4,31.0,66.3,75.6,78.3,pigmentation,54.7,67.8,0.872,0.857,general_skincare
FS_0396,36-45,dry,heart,calm,0.772,9.0,17.1,6.9,28.9,20.2,28.7,61.8,32.1,73.9,dullness,83.8,41.4,0.771,0.74,hydration_tip
FS_0397,18-25,dry,heart,tired,0.48,19.1,65.9,50.0,27.0,76.9,36.2,61.6,31.1,77.9,none,43.4,53.1,0.757,0.804,hydration_tip
FS_0398,36-45,oily,oval,neutral,0.726,12.9,69.1,54.8,21.3,33.9,15.5,62.1,96.2,70.3,none,74.6,74.0,0.814,0.716,general_skincare
FS_0399,18-25,dry,oval,stressed,0.476,21.4,42.4,7.3,58.3,79.1,27.3,65.9,43.3,86.1,dullness,54.0,45.4,0.728,0.767,hydration_tip
FS_0400,36-45,normal,round,sleepy,0.507,26.3,86.1,61.5,44.4,53.7,20.9,66.5,70.7,90.6,sun_damage,37.7,65.5,0.74,0.723,general_skincare
FS_0401,36-45,oily,oval,calm,0.627,12.3,74.4,83.4,36.5,27.5,40.2,81.9,78.4,72.1,pigmentation,73.6,72.0,0.824,0.892,general_skincare
FS_0402,46-60,normal,round,stressed,0.679,26.1,64.8,36.2,50.1,40.6,43.9,46.9,78.3,76.9,none,48.2,67.4,0.923,0.783,general_skincare
FS_0403,46-60,dry,heart,tired,0.69,20.9,45.1,20.4,46.5,56.5,7.5,51.5,52.3,67.8,none,61.2,50.0,0.757,0.844,hydration_tip
FS_0404,18-25,normal,square,tired,0.45,19.9,81.3,44.2,59.4,47.4,35.2,93.0,84.1,61.2,dark_circles,44.0,72.7,0.816,0.839,sun_or_stress_tip
FS_0405,36-45,oily,heart,tired,0.672,18.7,66.3,76.2,40.1,58.5,49.6,72.2,71.4,72.7,dark_lips,57.3,62.8,0.903,0.943,general_skincare
FS_0406,26-35,normal,square,sad,0.585,15.5,54.0,47.9,26.3,60.8,12.1,73.3,48.0,75.5,pigmentation,59.9,59.1,0.894,0.809,sleep_tip
FS_0407,18-25,dry,heart,sleepy,0.546,26.1,38.8,25.8,36.8,85.1,31.0,63.4,22.9,84.0,none,39.5,40.6,0.745,0.771,hydration_tip
FS_0408,46-60,oily,round,neutral,0.774,11.4,50.1,76.1,30.6,49.1,24.3,63.4,77.1,58.2,dark_lips,74.3,61.6,0.827,0.751,general_skincare
FS_0409,26-35,normal,square,happy,0.75,16.8,68.9,52.0,22.1,35.1,26.8,71.8,70.5,97.6,redness_flush,81.4,76.1,0.818,0.759,general_skincare
FS_0410,46-60,oily,oval,calm,0.784,13.5,60.1,71.0,44.7,17.0,52.7,61.8,58.0,71.7,pigmentation,84.1,64.6,0.789,0.914,general_skincare
FS_0411,36-45,normal,oval,sleepy,0.208,24.1,81.7,40.4,42.7,53.7,43.8,71.8,79.3,83.4,dryness,28.7,67.5,0.89,0.858,general_skincare
FS_0412,46-60,oily,oblong,calm,0.863,19.8,46.0,93.7,38.1,15.2,34.3,91.2,48.2,90.4,redness_flush,82.9,66.3,0.867,0.766,general_skincare
FS_0413,18-25,dry,oval,calm,0.588,15.2,63.2,30.4,55.0,12.3,5.8,55.6,51.1,98.0,dullness,71.0,60.2,0.885,0.938,hydration_tip
FS_0414,36-45,normal,square,sad,0.389,20.7,80.3,55.7,29.3,32.0,58.9,70.5,57.3,75.1,none,40.2,68.5,0.928,0.818,general_skincare
FS_0415,26-35,dry,square,sleepy,0.355,19.2,20.2,8.3,33.0,100.0,0.0,79.8,42.5,75.0,pigmentation,42.8,39.6,0.951,0.922,hydration_tip
FS_0416,36-45,normal,oval,calm,0.674,17.8,65.7,55.3,18.5,38.6,23.3,70.5,83.7,82.2,redness_flush,72.7,73.3,0.771,0.788,general_skincare
FS_0417,46-60,normal,heart,sleepy,0.579,21.5,80.1,52.3,29.3,70.4,41.3,58.0,82.1,77.1,pigmentation,53.5,69.3,0.76,0.732,sleep_tip
FS_0418,36-45,oily,oblong,calm,0.778,13.7,66.8,64.8,25.6,39.0,0.0,99.7,66.0,59.8,dullness,93.9,68.2,0.96,0.932,general_skincare
FS_0419,26-35,dry,round,sad,0.597,18.2,51.8,17.9,1.8,50.5,29.2,90.9,34.2,88.4,dryness,47.8,67.5,0.869,0.708,hydration_tip
FS_0420,36-45,normal,oblong,tired,0.346,14.9,81.3,20.7,36.9,100.0,24.8,54.3,69.2,77.5,sun_damage,55.4,64.1,0.859,0.728,sleep_tip
FS_0421,26-35,normal,oval,tired,0.449,22.0,56.8,36.0,50.3,60.9,12.2,61.0,79.8,72.3,dryness,43.7,59.4,0.748,0.876,sleep_tip
FS_0422,46-60,dry,heart,neutral,0.593,13.3,72.3,11.2,29.0,57.6,45.9,63.4,35.3,79.2,dryness,74.4,59.3,0.87,0.824,hydration_tip
FS_0423,18-25,dry,heart,calm,0.792,15.7,25.9,20.2,46.0,32.1,0.0,82.4,29.6,75.2,pigmentation,84.7,54.3,0.853,0.769,hydration_tip
FS_0424,46-60,normal,square,tired,0.449,24.0,65.9,68.6,65.3,62.7,36.8,69.7,69.9,69.5,redness_flush,47.9,55.3,0.848,0.736,sun_or_stress_tip
FS_0425,26-35,dry,oblong,calm,0.771,9.0,37.9,41.9,34.7,34.0,34.3,62.0,42.1,89.4,sun_damage,83.6,52.0,0.847,0.879,hydration_tip
FS_0426,26-35,oily,oval,sleepy,0.42,28.0,56.9,78.8,45.3,54.7,13.4,80.2,70.5,79.1,none,40.3,62.3,0.954,0.919,general_skincare
FS_0427,46-60,dry,round,neutral,0.515,15.3,77.3,36.7,65.5,60.3,41.6,74.2,51.5,62.4,dark_lips,73.0,58.4,0.843,0.929,hydration_tip
FS_0428,18-25,oily,oval,calm,0.899,11.7,68.4,51.2,46.8,7.7,11.9,79.5,73.8,86.1,dark_circles,86.0,75.6,0.83,0.886,general_skincare
FS_0429,46-60,oily,square,sad,0.818,16.4,72.5,77.7,33.6,62.4,50.7,65.2,77.4,82.1,none,66.4,70.1,0.748,0.842,sleep_tip
FS_0430,36-45,oily,round,calm,1.0,16.9,64.8,83.1,46.1,34.5,37.2,55.2,83.8,75.9,none,78.7,70.7,0.732,0.929,general_skincare
FS_0431,26-35,oily,oblong,tired,0.556,21.2,48.8,93.2,26.6,19.5,32.7,45.3,57.9,73.3,dark_circles,49.2,56.5,0.869,0.723,general_skincare
FS_0432,36-45,normal,heart,happy,0.687,15.8,49.8,55.6,56.5,74.7,26.4,81.0,45.1,91.5,sun_damage,78.6,54.4,0.86,0.715,sun_or_stress_tip
FS_0433,18-25,normal,heart,calm,0.612,18.6,55.3,35.4,11.4,40.2,15.7,51.1,61.5,77.7,sun_damage,68.0,67.6,0.918,0.931,general_skincare
FS_0434,36-45,oily,heart,calm,0.689,17.2,69.4,72.3,6.5,48.4,23.6,94.2,38.6,79.8,dryness,80.5,68.7,0.95,0.912,general_skincare
FS_0435,26-35,dry,square,happy,0.957,12.5,30.8,33.6,64.1,30.9,40.7,55.8,57.1,74.8,dullness,88.1,50.6,0.959,0.756,hydration_tip
FS_0436,46-60,oily,square,neutral,0.684,18.3,50.1,77.6,43.6,29.2,27.4,59.2,51.2,85.7,none,67.3,53.8,0.791,0.794,general_skincare
FS_0437,26-35,normal,oblong,happy,0.902,14.6,50.2,23.4,48.9,39.9,26.3,63.8,62.6,68.3,dark_circles,80.7,56.3,0.756,0.709,general_skincare
FS_0438,46-60,normal,square,happy,0.659,20.4,73.2,45.7,40.9,9.4,38.9,45.0,74.8,80.3,pigmentation,69.1,73.4,0.805,0.861,general_skincare
FS_0439,36-45,normal,square,stressed,0.701,22.6,63.1,42.2,42.0,73.6,26.2,76.9,60.7,73.7,sun_damage,47.3,55.8,0.753,0.945,sleep_tip
FS_0440,36-45,dry,oval,tired,0.565,25.1,24.1,24.5,54.1,84.4,60.2,71.4,51.2,64.0,dark_circles,41.5,38.9,0.837,0.805,hydration_tip
FS_0441,46-60,normal,round,neutral,0.555,20.6,48.3,41.1,42.6,37.1,54.9,41.5,65.5,90.0,none,63.2,61.4,0.886,0.774,general_skincare
FS_0442,18-25,normal,oval,neutral,0.832,18.5,60.9,54.7,20.1,42.4,6.2,70.4,86.7,75.3,sun_damage,74.3,64.9,0.76,0.765,general_skincare
FS_0443,26-35,normal,oblong,neutral,0.775,16.1,60.0,29.7,24.9,52.4,10.9,73.5,68.3,72.4,dullness,79.7,59.1,0.891,0.869,general_skincare
FS_0444,36-45,dry,round,stressed,0.362,24.3,36.7,28.1,72.2,43.2,0.0,98.6,38.0,68.5,dark_circles,32.1,44.5,0.912,0.754,hydration_tip
FS_0445,46-60,dry,round,happy,0.623,14.4,42.4,10.9,39.4,34.2,46.0,70.0,35.9,78.0,none,76.4,59.2,0.84,0.83,hydration_tip
FS_0446,36-45,normal,heart,happy,0.927,17.9,68.7,34.7,19.2,43.5,18.0,56.5,99.4,91.7,none,80.0,75.0,0.798,0.918,general_skincare
FS_0447,36-45,dry,oval,sleepy,0.244,26.1,54.2,35.8,32.1,80.7,24.7,56.3,41.8,84.3,none,31.1,47.8,0.72,0.889,hydration_tip
FS_0448,46-60,normal,oblong,tired,0.382,24.1,83.8,46.9,27.8,58.6,43.4,97.5,46.3,78.9,none,34.7,68.5,0.818,0.881,general_skincare
FS_0449,36-45,oily,heart,sad,0.547,18.3,63.7,93.6,27.8,39.0,48.4,75.6,67.3,82.4,none,56.6,66.2,0.837,0.779,general_skincare
FS_0450,36-45,normal,square,sleepy,0.26,23.3,61.6,56.4,47.0,98.1,5.6,61.2,88.2,65.4,pigmentation,27.7,58.8,0.965,0.929,sleep_tip
FS_0451,26-35,oily,oblong,happy,0.881,12.6,67.1,78.3,21.3,49.1,18.5,89.0,77.5,86.6,pigmentation,100.0,73.2,0.74,0.846,general_skincare
FS_0452,18-25,dry,round,tired,0.711,23.4,25.6,42.3,29.4,78.3,34.4,93.3,44.5,71.3,dryness,58.5,45.6,0.864,0.914,hydration_tip
FS_0453,46-60,oily,oval,neutral,0.699,15.6,59.4,77.8,21.3,23.7,31.3,73.3,78.4,85.7,redness_flush,72.3,71.0,0.775,0.924,general_skincare
FS_0454,46-60,dry,oblong,tired,0.565,20.5,45.4,26.9,43.5,79.8,10.1,86.0,49.5,92.6,none,53.0,52.1,0.937,0.857,hydration_tip
FS_0455,36-45,oily,round,tired,0.454,19.9,57.2,64.2,51.8,73.9,19.0,83.6,58.6,67.4,none,31.7,56.8,0.853,0.792,sleep_tip
FS_0456,46-60,oily,oblong,tired,0.583,23.8,44.1,84.7,62.9,98.4,81.0,57.4,100.0,74.8,redness_flush,48.1,50.9,0.804,0.848,sun_or_stress_tip
FS_0457,18-25,normal,oval,sleepy,0.367,27.3,49.8,29.3,21.0,76.6,52.1,82.2,78.3,77.3,dullness,32.0,57.4,0.866,0.946,sleep_tip
FS_0458,46-60,normal,square,neutral,0.735,14.3,49.1,43.1,46.6,51.7,44.2,67.6,62.8,76.6,pigmentation,77.3,61.8,0.728,0.862,general_skincare
FS_0459,46-60,dry,round,neutral,0.854,19.1,43.7,36.0,14.2,53.5,17.8,75.0,52.5,62.1,sun_damage,75.9,57.7,0.806,0.932,hydration_tip
FS_0460,46-60,normal,round,neutral,0.707,17.0,61.2,75.3,25.5,24.2,38.8,67.5,65.5,94.9,dryness,67.8,67.6,0.949,0.84,general_skincare
FS_0461,26-35,oily,oval,stressed,0.544,22.5,73.8,89.4,58.4,78.5,32.6,86.2,58.0,72.1,dark_circles,57.3,65.3,0.824,0.897,sun_or_stress_tip
FS_0462,26-35,dry,oval,calm,0.717,7.4,23.1,21.3,8.9,13.3,60.2,79.9,15.9,75.2,none,77.1,51.6,0.889,0.865,hydration_tip
FS_0463,26-35,dry,oval,calm,0.748,14.1,51.7,13.8,29.7,31.0,11.9,97.3,49.5,76.8,dark_circles,81.8,60.5,0.75,0.869,hydration_tip
FS_0464,46-60,dry,heart,happy,0.876,15.8,61.7,11.8,40.2,40.7,55.3,70.9,64.5,75.8,none,88.3,63.8,0.824,0.76,hydration_tip
FS_0465,26-35,dry,square,happy,0.942,15.3,38.1,42.4,22.1,30.3,11.2,93.6,66.7,76.6,dryness,78.7,61.4,0.736,0.898,hydration_tip
FS_0466,26-35,dry,square,sleepy,0.341,29.9,23.4,11.2,33.7,100.0,22.0,67.4,31.8,86.5,none,27.7,39.8,0.906,0.956,hydration_tip
FS_0467,36-45,oily,round,calm,0.585,15.3,45.0,61.9,18.6,20.2,29.9,76.5,71.1,75.4,sun_damage,71.3,66.1,0.943,0.954,general_skincare
FS_0468,46-60,dry,square,calm,0.634,15.3,56.0,39.1,25.5,22.2,52.2,79.4,43.3,70.8,dryness,81.2,62.1,0.833,0.952,hydration_tip
FS_0469,36-45,oily,square,tired,0.486,14.8,72.8,65.3,23.6,68.5,18.9,73.5,77.3,76.0,pigmentation,53.4,70.2,0.773,0.77,sleep_tip
FS_0470,26-35,normal,round,sad,0.576,16.0,48.6,37.6,0.0,33.4,30.4,69.3,100.0,74.7,pigmentation,51.4,68.2,0.969,0.819,general_skincare
FS_0471,36-45,normal,round,happy,0.759,12.7,70.9,38.3,31.1,11.5,35.3,98.3,64.1,76.8,dark_lips,92.3,72.4,0.732,0.701,general_skincare
FS_0472,26-35,oily,heart,neutral,0.692,16.3,36.3,100.0,40.9,22.3,28.5,51.2,63.1,64.7,none,75.4,55.5,0.865,0.723,hydration_tip
FS_0473,18-25,oily,oval,happy,0.694,19.3,76.0,68.6,29.3,37.8,20.1,76.3,69.9,75.7,dryness,75.8,69.2,0.829,0.719,general_skincare
FS_0474,46-60,dry,heart,sleepy,0.438,20.6,34.7,29.6,26.7,93.0,29.1,42.7,33.8,66.9,pigmentation,35.2,40.8,0.969,0.828,hydration_tip
FS_0475,26-35,oily,oval,calm,0.789,18.2,34.9,66.1,18.5,15.0,1.8,75.9,89.4,77.9,dryness,74.4,63.7,0.962,0.858,hydration_tip
FS_0476,46-60,dry,square,neutral,0.614,17.3,44.9,25.5,39.2,39.4,35.0,64.2,55.3,65.8,dark_circles,68.3,52.7,0.789,0.825,hydration_tip
FS_0477,26-35,oily,round,sleepy,0.323,26.2,54.9,79.0,38.4,61.2,38.4,69.1,50.6,70.0,dryness,21.9,53.8,0.91,0.922,sleep_tip
FS_0478,46-60,oily,square,calm,0.819,10.0,65.6,71.7,6.9,12.2,27.7,63.8,53.2,80.7,dark_circles,86.7,71.8,0.812,0.81,general_skincare
